470399.0,1.438
471415.0,1.435
472431.0,1.432
473447.0,1.432
474463.0,1.44
475479.0,1.435
476495.0,1.444
477511.0,1.443
478527.0,1.446
479543.0,1.444
480559.0,1.446
481575.0,1.443
482591.0,1.439
483607.0,1.442
484623.0,1.442
485639.0,1.442
486655.0,1.443
487671.0,1.445
488687.0,1.443
489703.0,1.447
490719.0,1.449
491735.0,1.447
492751.0,1.443
493767.0,1.443
494783.0,1.445
495799.0,1.449
496815.0,1.445
497831.0,1.45
498847.0,1.454
499863.0,1.455
500879.0,1.456
501895.0,1.454
502911.0,1.458
503927.0,1.463
504943.0,1.461
505959.0,1.459
506975.0,1.454
507991.0,1.454
509007.0,1.451
510023.0,1.458
511039.0,1.449
512055.0,1.443
513071.0,1.45
514087.0,1.446
515103.0,1.448
516119.0,1.454
517135.0,1.456
518151.0,1.461
519167.0,1.47
520183.0,1.466
521199.0,1.468
522215.0,1.466
523231.0,1.467
524247.0,1.464
525263.0,1.463
526279.0,1.461
527295.0,1.461
528311.0,1.46
529327.0,1.466
530343.0,1.462
531359.0,1.458
532375.0,1.468
533391.0,1.482
534407.0,1.474
535423.0,1.49
536439.0,1.471
537455.0,1.481
538471.0,1.481
539487.0,1.48
540503.0,1.478
541519.0,1.477
542535.0,1.478
543551.0,1.48
544567.0,1.48
545583.0,1.484
546599.0,1.484
547615.0,1.484
548631.0,1.487
549647.0,1.483
550663.0,1.49
551679.0,1.485
552695.0,1.486
553711.0,1.487
554727.0,1.489
555743.0,1.487
556759.0,1.49
557775.0,1.485
558791.0,1.485
559807.0,1.493
560823.0,1.495
561839.0,1.495
562855.0,1.492
563871.0,1.491
564887.0,1.492
565903.0,1.491
566919.0,1.491
567935.0,1.489
568951.0,1.487
569967.0,1.499
570983.0,1.504
571999.0,1.505
573015.0,1.497
574031.0,1.504
575047.0,1.504
576063.0,1.504
577079.0,1.502
578095.0,1.501
579111.0,1.507
580127.0,1.507
581143.0,1.505
582159.0,1.507
583175.0,1.512
584191.0,1.505
585207.0,1.512
586223.0,1.506
587239.0,1.505
588255.0,1.501
589271.0,1.502
590287.0,1.509
591303.0,1.507
592319.0,1.502
593335.0,1.507
